team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
1,1371,CLASSIC,0,0,3,0,0,0,0,0,1,1,0,1,53,13,67,57,30,10,45117,5861,10,30,49139,35649,2,0,500597,403190,20,11,136,57,33344,20844,73584,56489,528,509,159,85,-0.3499999999999999,0.45,-0.5999999999999999,0.05000000000000005,-241.9,186.0,-66.9,-169.5500000000001,79.85,84.35000000000002,55.40000000000003,153.6000000000001,Gnar,Fiddlesticks,Galio,Zilean,8,9,5,6,Fighter,Mage,Tank,Support,Nasus,Khazix,Yone,Senna,6,6,8,7,Fighter,Assassin,Assassin,Marksman
1,1445,CLASSIC,1,0,2,1,2,0,1,1,0,1,1,1,63,25,67,58,36,15,74812,15327,15,36,53712,40413,4,0,495995,369054,30,8,101,71,30947,21191,72351,45244,484,533,144,122,0.55,-0.14999999999999994,0.0,0.0,-141.0,40.25,0.0,0.0,52.80000000000001,121.94999999999996,0.0,0.0,Camille,Nidalee,Nautilus,Jhin,4,8,6,6,Fighter,Assassin,Tank,Marksman,Garen,Khazix,Kindred,Rell,5,6,4,0,Fighter,Assassin,Marksman,Tank
0,1149,CLASSIC,0,0,1,1,0,1,0,0,0,0,0,0,10,27,50,58,8,26,18528,28168,26,8,29921,39031,0,3,276603,341286,0,13,57,49,12229,17681,33662,46566,432,463,67,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1227,CLASSIC,0,0,2,1,2,0,0,0,0,0,1,1,37,25,54,51,23,13,40796,14363,13,23,40793,34284,2,0,323694,262341,21,8,58,80,25076,14354,50421,35837,422,401,117,78,0.0,0.3000000000000001,-2.15,0.0,0.0,46.35,89.6,0.0,0.0,55.45,-25.300000000000008,0.0,Fiora,Nidalee,Annie,Ashe,3,8,6,4,Fighter,Assassin,Mage,Marksman,Sylas,Udyr,Aphelios,Pyke,5,7,10,7,Mage,Fighter,Marksman,Support
1,976,CLASSIC,0,0,2,0,1,0,0,1,1,0,1,1,33,4,51,43,25,6,25141,3992,6,25,34678,23374,3,0,302648,186579,22,0,73,50,16060,14788,41266,18698,360,311,73,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1601,CLASSIC,1,0,2,2,1,0,1,1,0,1,1,1,38,15,71,63,21,8,61365,26192,8,21,54213,43155,2,0,556442,535187,22,16,86,62,30832,11959,55031,50184,639,634,174,143,-0.4500000000000002,-0.5499999999999999,0.3500000000000003,0.8000000000000003,-249.55,245.80000000000004,142.15,40.000000000000036,40.64999999999998,40.85000000000001,7.300000000000041,-2.1500000000000057,Malphite,Viego,Anivia,Pyke,2,5,10,7,Tank,Assassin,Mage,Support,Gnar,Graves,Corki,Xayah,8,3,6,5,Fighter,Marksman,Marksman,Marksman
1,1546,CLASSIC,0,0,2,1,0,1,0,0,1,1,0,1,48,18,66,61,26,15,37545,21839,15,26,51632,41986,2,0,518921,424796,43,7,127,87,29619,23705,77210,56690,527,563,162,126,1.25,0.09999999999999996,-3.55,1.45,-155.0,-388.25,448.65,-184.75,50.1,52.99999999999999,-117.65,57.60000000000001,Urgot,LeeSin,Sylas,Aphelios,8,6,5,10,Fighter,Fighter,Mage,Marksman,Shen,Hecarim,Syndra,Draven,4,6,8,8,Tank,Fighter,Mage,Marksman
0,1855,CLASSIC,0,1,3,1,1,1,0,0,1,1,0,1,28,66,71,78,34,40,55464,60297,40,34,59634,66610,2,6,643073,755096,28,67,87,121,45251,47304,101997,115034,612,630,171,137,-0.9666666666666668,0.30000000000000004,-1.5,2.1666666666666665,612.4,-19.76666666666669,-337.26666666666665,-137.2666666666667,-80.03333333333332,-80.5,-112.63333333333333,-75.63333333333334,Rengar,Elise,Jax,Ezreal,8,9,5,7,Assassin,Mage,Fighter,Marksman,MonkeyKing,Gragas,Tryndamere,Rell,3,5,5,0,Fighter,Fighter,Fighter,Tank
0,1697,CLASSIC,0,1,1,3,2,0,0,1,0,1,1,1,63,44,68,71,41,33,47890,57038,33,41,56039,60168,3,2,535245,626580,17,17,123,102,22027,42749,100503,89793,508,592,134,138,0.0,-1.15,0.8999999999999995,0.0,0.0,-471.1,-189.75000000000003,0.0,0.0,-28.84999999999999,67.69999999999999,0.0,Rumble,Skarner,Ahri,Xerath,10,5,5,8,Fighter,Fighter,Mage,Mage,Tristana,Nidalee,Yone,Rell,4,8,8,0,Marksman,Assassin,Assassin,Tank
0,1310,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,20,32,56,64,15,33,19411,40013,33,15,36358,47073,1,1,330670,465191,4,52,83,191,17220,28723,51680,60779,465,483,100,90,0.05000000000000005,-0.55,0.09999999999999988,-0.7000000000000002,177.89999999999992,136.6,152.64999999999995,-301.7500000000001,-71.25000000000001,-184.2,-72.05,-77.39999999999998,Ornn,Karthus,Syndra,Caitlyn,5,7,8,6,Tank,Mage,Mage,Marksman,Nocturne,Kindred,Seraphine,Kaisa,4,4,0,6,Assassin,Marksman,Mage,Marksman
0,2394,CLASSIC,2,0,3,4,1,1,1,1,1,0,1,1,70,74,83,83,34,42,96479,66377,42,34,73001,74370,1,5,821056,899789,16,10,152,206,56987,50101,123069,135090,706,699,255,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heimerdinger,Udyr,Caitlyn,,8,7,6,0,Mage,Fighter,Marksman,,Syndra,Draven,Gragas,Rell,8,8,5,0,Mage,Marksman,Fighter,Tank
1,966,CLASSIC,0,0,1,1,0,1,0,0,0,0,0,0,15,12,51,48,14,12,13123,19714,12,15,29617,29172,1,0,253984,254483,0,8,44,43,17807,9988,28653,33320,391,366,64,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1855,CLASSIC,2,0,4,1,0,1,1,0,0,1,0,1,53,20,80,72,30,16,92614,26219,16,30,64098,51440,6,1,1087699,642491,45,8,95,65,26583,30283,65353,53615,739,736,169,136,-1.966666666666666,0.0,0.8333333333333334,0.0,22.500000000000014,0.0,11.599999999999996,0.0,39.2,0.0,96.66666666666669,0.0,Gragas,Kaisa,Yasuo,Singed,5,6,10,5,Fighter,Marksman,Fighter,Tank,Irelia,Karthus,Pantheon,Jinx,5,7,4,6,Fighter,Mage,Fighter,Marksman
1,1411,CLASSIC,0,0,1,2,1,0,0,0,0,1,1,1,55,40,66,61,36,19,46855,12841,19,36,55250,44240,9,2,534732,347066,19,8,71,78,41047,21091,81739,52557,566,480,145,123,3.6,1.1,-0.8,0.2499999999999989,203.65,-415.6,-14.15000000000002,-155.90000000000003,157.75,167.85,-15.799999999999967,80.99999999999993,Fiora,Karthus,TwistedFate,Seraphine,3,7,9,0,Fighter,Mage,Mage,Mage,Shen,JarvanIV,Zoe,Twitch,4,5,5,6,Tank,Tank,Mage,Marksman
0,1922,CLASSIC,0,1,0,4,1,0,0,0,0,0,1,0,49,58,72,80,31,41,16525,72406,41,31,55147,71347,4,6,855664,704031,0,18,143,166,37995,41624,103059,111839,614,613,175,166,1.1333333333333335,-0.20000000000000004,-0.9333333333333336,-0.2333333333333337,-118.86666666666665,-314.03333333333336,77.19999999999997,-55.93333333333325,-6.200000000000008,-151.39999999999995,-14.999999999999993,-147.00000000000003,Shen,Ivern,Fizz,Sona,4,7,6,4,Tank,Support,Assassin,Support,Gnar,Shaco,Sylas,Pyke,8,9,5,7,Fighter,Assassin,Mage,Support
1,976,CLASSIC,0,0,1,0,1,0,0,1,1,0,1,1,30,5,53,42,30,4,30246,5397,5,30,38280,23268,1,0,304455,185018,19,4,56,34,21386,11880,40273,22081,409,292,81,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1126,CLASSIC,0,0,1,0,1,0,0,1,1,0,1,1,55,19,54,47,43,20,30081,5917,20,43,43993,31818,4,1,348363,264389,28,0,73,79,21761,9184,65912,41551,346,355,66,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1871,CLASSIC,1,0,2,2,1,0,1,0,0,1,1,1,52,51,77,74,38,43,66282,24748,43,38,64409,58592,3,1,705702,534980,8,13,120,160,37608,75165,127561,106774,660,525,172,146,0.0,-0.6333333333333334,0.2666666666666666,0.0,0.0,-365.8666666666666,-160.66666666666666,0.0,0.0,62.1,8.666666666666647,0.0,Irelia,Karthus,Fizz,Kalista,5,7,6,7,Fighter,Mage,Assassin,Marksman,Gragas,Zac,Zed,Bard,5,8,7,9,Fighter,Tank,Assassin,Support
0,1633,CLASSIC,0,1,2,1,1,0,0,1,1,0,1,0,14,51,66,74,18,25,34295,57960,25,18,45124,54390,0,2,481142,631477,12,28,70,177,23904,37584,60432,79308,589,639,115,165,1.85,-1.9,-0.39999999999999947,-0.5,80.60000000000005,-107.20000000000003,-36.1,26.200000000000035,90.94999999999996,-79.30000000000005,-3.5499999999999825,-116.20000000000002,Volibear,Olaf,Viktor,Rell,3,3,9,0,Fighter,Fighter,Mage,Tank,Chogath,Lillia,Zed,Senna,5,8,7,7,Tank,Fighter,Assassin,Marksman
1,1438,CLASSIC,1,0,3,0,2,0,1,1,1,1,1,1,45,22,67,58,29,15,73970,11286,15,29,50646,35184,2,2,480288,308779,33,0,126,88,32561,17854,62723,47110,537,391,133,79,0.0,0.0,2.1,0.0,0.0,0.0,48.60000000000003,0.0,0.0,0.0,32.60000000000001,0.0,,Nunu,Irelia,Nautilus,0,4,5,6,,Tank,Fighter,Tank,Shen,Lillia,Qiyana,Nami,4,8,8,5,Tank,Fighter,Assassin,Support
0,914,CLASSIC,0,0,1,1,0,1,0,0,1,0,0,0,17,23,45,48,11,20,11626,27134,20,11,26233,33505,1,2,224674,277502,4,4,43,65,8815,18808,29258,35532,316,319,69,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1778,CLASSIC,0,1,4,0,1,1,0,1,1,1,0,0,74,39,77,70,48,21,87722,30703,21,48,62351,57304,4,2,701863,600547,29,15,103,115,48452,48854,108442,82036,618,617,187,153,-1.4,0.6,0.0,-0.5499999999999998,225.25000000000003,-171.45000000000005,-257.5,-498.19999999999993,-47.15000000000002,22.199999999999992,70.25000000000001,131.45,Ornn,Kayn,Orianna,Tristana,5,8,7,4,Tank,Fighter,Mage,Marksman,Gangplank,Zac,Corki,Jinx,9,8,6,6,Fighter,Tank,Marksman,Marksman
0,1720,CLASSIC,0,2,0,4,0,2,0,1,0,0,0,0,19,24,70,76,11,19,15115,103204,19,11,47009,59323,0,2,611443,714913,10,18,63,79,25756,35682,63619,62015,687,793,178,217,0.2999999999999996,-0.2,-2.0499999999999994,-4.1,34.250000000000036,-88.59999999999997,-113.75,-56.10000000000005,7.499999999999987,87.14999999999998,-128.0,-135.39999999999995,Irelia,Udyr,Corki,Vayne,5,7,6,8,Fighter,Fighter,Marksman,Marksman,Riven,Olaf,Garen,Thresh,8,3,5,7,Fighter,Fighter,Fighter,Support
0,1335,CLASSIC,0,1,1,2,0,2,0,0,1,0,0,0,10,47,57,66,9,30,21048,67634,30,9,35526,48744,0,3,366485,432702,1,19,93,71,21867,33434,55195,62287,462,484,82,107,0.0,0.04999999999999996,0.0,1.4000000000000004,0.0,164.95000000000005,0.0,164.45000000000005,0.0,-74.45,0.0,-49.00000000000003,,Karthus,Malphite,TahmKench,0,7,2,5,,Mage,Tank,Support,Camille,Nidalee,Talon,Thresh,4,8,7,7,Fighter,Assassin,Assassin,Support
0,1519,CLASSIC,0,1,1,2,1,0,0,0,0,0,1,1,17,32,63,70,16,25,35503,45980,25,16,43458,49605,1,1,457446,534794,22,12,77,46,25365,34887,48314,64016,558,607,116,133,0.3000000000000003,-0.25,-0.04999999999999938,-2.45,-266.99999999999994,-35.44999999999996,287.0499999999999,88.4,14.549999999999995,-151.05,141.55,-105.7,Riven,Elise,Hecarim,Senna,8,9,6,7,Fighter,Mage,Fighter,Marksman,Vladimir,Evelynn,Yasuo,Seraphine,7,10,10,0,Mage,Assassin,Fighter,Mage
0,2050,CLASSIC,1,1,3,2,0,2,1,1,0,0,0,0,38,46,76,80,27,26,53631,82786,26,27,59775,64950,1,1,671582,772465,25,28,121,102,35805,37924,88694,94788,658,691,238,219,0.6666666666666665,-0.7999999999999999,0.2666666666666666,-1.3333333333333333,-293.1333333333334,33.200000000000024,-112.56666666666668,267.76666666666665,79.86666666666669,-44.233333333333356,29.46666666666668,-4.733333333333283,Jayce,Poppy,Lux,Samira,7,6,5,6,Fighter,Tank,Mage,Marksman,Darius,Taliyah,Yone,Senna,2,5,8,7,Fighter,Mage,Assassin,Marksman
1,2306,CLASSIC,1,1,4,1,0,2,1,1,1,1,0,0,66,58,86,85,36,33,70689,63589,33,36,74724,72637,3,4,879232,856032,59,35,172,162,54430,46903,123660,121572,819,835,279,293,-0.2249999999999998,1.4,0.8250000000000001,-0.6750000000000004,5.274999999999963,-163.14999999999995,-96.07500000000002,-37.524999999999935,17.750000000000007,119.325,38.57499999999999,-31.84999999999998,Gragas,Graves,Viktor,Thresh,5,3,9,7,Fighter,Marksman,Mage,Support,Darius,Khazix,Seraphine,Pantheon,2,6,0,4,Fighter,Assassin,Mage,Fighter
0,973,CLASSIC,0,0,0,1,0,0,0,0,0,0,0,0,9,32,46,55,6,24,4464,23712,24,6,24886,38403,0,6,226310,347088,21,25,34,58,11762,13781,23149,47584,335,444,53,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1249,CLASSIC,0,0,0,3,1,0,0,0,0,0,1,1,10,18,52,61,9,18,17107,33857,18,9,33165,39952,1,2,323585,440610,0,12,74,51,10521,19490,35466,43099,511,521,103,93,0.0,-0.2,1.7499999999999996,0.0,0.0,-305.6,4.9499999999999735,0.0,0.0,-218.0,-68.5,0.0,Riven,Skarner,Zoe,MissFortune,8,5,5,1,Fighter,Fighter,Mage,Marksman,Bard,Shyvana,Camille,Ezreal,9,4,4,7,Support,Fighter,Fighter,Marksman
0,2150,CLASSIC,1,1,1,4,1,0,1,1,0,0,1,0,61,71,79,86,36,40,53485,77397,40,36,64252,73747,3,3,661457,845894,5,40,171,153,40155,78755,125456,132026,565,713,192,205,-2.575,1.275,-2.1500000000000004,-0.6000000000000001,-244.2,-65.02500000000005,142.55,-85.72499999999997,-64.59999999999998,-43.30000000000001,-99.97500000000002,-173.425,Camille,Graves,Qiyana,Janna,4,3,8,7,Fighter,Marksman,Assassin,Support,Darius,Kindred,Zed,Karma,2,4,7,5,Fighter,Marksman,Assassin,Mage
1,1665,CLASSIC,1,0,1,3,1,0,1,1,0,1,1,0,58,24,73,66,25,16,68731,38468,16,25,57426,48376,4,2,708736,530064,27,10,73,107,39701,38406,92071,57139,586,623,160,163,-0.25,0.45,1.3500000000000003,-2.45,-329.35,-127.00000000000004,69.95,-156.75000000000009,-1.5500000000000114,90.54999999999998,69.0,2.800000000000012,Gangplank,Ekko,Yone,Bard,9,8,8,9,Fighter,Assassin,Assassin,Support,Renekton,Olaf,Kassadin,Sett,3,3,8,2,Fighter,Fighter,Assassin,Fighter
0,1532,CLASSIC,0,1,3,1,1,1,0,0,1,0,1,0,21,40,64,67,20,30,35024,54836,30,20,42576,51232,1,3,379974,472482,8,8,49,96,28912,26348,53825,76064,501,505,89,109,0.6499999999999999,0.35,1.3,-3.65,24.449999999999967,10.900000000000004,226.6,502.85,21.449999999999974,16.29999999999999,59.55,-237.95,Garen,Hecarim,Akali,Tristana,5,6,7,4,Fighter,Fighter,Assassin,Marksman,Jax,Warwick,Neeko,Xayah,5,3,5,5,Fighter,Fighter,Mage,Marksman
0,2078,CLASSIC,1,1,3,2,2,0,1,1,1,0,1,1,27,66,77,81,23,35,63038,82800,35,23,62075,66879,2,3,1084737,733187,24,29,150,132,24484,60261,86705,80363,748,672,192,221,1.9000000000000004,0.0,0.0,0.3000000000000005,-307.73333333333335,0.0,0.0,-291.1,21.566666666666652,0.0,0.0,9.666666666666666,Vayne,Rengar,,Jinx,8,8,0,6,Marksman,Assassin,,Marksman,Tryndamere,Fiddlesticks,Kassadin,Taric,5,9,8,3,Fighter,Mage,Assassin,Support
1,2328,CLASSIC,1,1,5,1,0,2,1,0,0,1,0,1,57,58,87,90,44,33,91206,51040,33,44,77408,72432,3,2,898599,1032465,59,8,144,133,64537,50090,141963,141569,698,842,199,189,-0.12500000000000022,-1.2000000000000002,2.575,-5.299999999999999,-126.20000000000002,-14.199999999999974,141.82500000000005,121.725,0.5250000000000128,-7.324999999999988,111.8,-308.4500000000001,Garen,Ekko,Yone,Ezreal,5,8,8,7,Fighter,Assassin,Assassin,Marksman,Kayle,Viego,Xerath,Jhin,7,5,8,6,Fighter,Assassin,Mage,Marksman
0,1356,CLASSIC,0,0,0,3,0,1,0,0,0,0,0,0,17,55,53,65,15,37,8771,45876,37,15,37160,48107,0,4,458199,454841,4,27,109,76,16522,25645,43541,71030,439,445,95,107,2.1,-1.35,2.35,-3.9499999999999993,120.3,-272.1,399.80000000000007,555.3499999999998,-15.999999999999984,-149.0,-40.150000000000034,-278.05,Irelia,Ivern,Yone,Blitzcrank,5,7,8,4,Fighter,Support,Assassin,Tank,Aatrox,Kindred,Galio,Jhin,4,4,5,6,Fighter,Marksman,Tank,Marksman
1,2107,CLASSIC,1,1,4,1,2,0,0,0,1,0,1,1,61,45,82,79,27,23,94087,56531,23,27,65637,64886,4,2,778165,812857,8,36,108,78,38073,42024,107058,95916,771,750,232,237,0.8000000000000003,2.375,-2.225,0.17499999999999993,17.599999999999962,-749.075,-55.025,-31.500000000000018,151.375,153.62500000000006,-25.800000000000008,261.07500000000005,Olaf,Graves,Annie,Lulu,3,3,6,5,Fighter,Marksman,Mage,Support,Camille,Kayn,Viktor,Lucian,4,8,9,6,Fighter,Fighter,Mage,Marksman
1,2058,CLASSIC,0,1,4,1,1,0,0,1,1,1,1,1,67,49,84,80,46,32,69000,49748,32,46,71887,63642,6,3,863431,688104,25,0,119,151,43003,39488,133951,107191,715,703,203,205,0.0,-0.09999999999999994,0.0,-0.4999999999999993,0.0,118.96666666666664,0.0,-235.7333333333333,0.0,-46.16666666666666,0.0,37.16666666666664,,Evelynn,Zed,Janna,0,10,7,7,,Assassin,Assassin,Support,Camille,Graves,Swain,Lucian,4,3,8,6,Fighter,Marksman,Mage,Marksman
0,2431,CLASSIC,1,2,2,4,0,2,0,0,1,0,0,0,41,41,86,88,42,50,46844,122692,51,42,77690,87186,1,1,1019357,1128952,14,42,108,84,56279,60426,139857,145095,905,847,241,295,0.2749999999999999,-1.1,0.0,0.0,-23.424999999999986,258.15,0.0,0.0,-87.17499999999998,-120.525,0.0,0.0,Ekko,Kayn,Xerath,Varus,8,8,8,2,Assassin,Fighter,Mage,Marksman,Gragas,Kindred,Lucian,Draven,5,4,6,8,Fighter,Marksman,Marksman,Marksman
0,1134,CLASSIC,0,0,0,2,0,2,0,0,0,0,0,0,15,38,50,59,11,33,14613,51905,33,11,30336,45037,1,4,249384,385657,4,16,66,59,10634,19290,41422,53536,373,441,77,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1138,CLASSIC,0,0,1,1,0,0,0,0,1,0,0,0,5,27,49,57,2,16,13198,15401,16,2,27086,36828,0,2,273963,340081,8,20,40,46,12527,26693,27650,34359,450,479,101,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1596,CLASSIC,0,1,1,2,0,1,0,0,0,0,0,0,12,42,63,72,14,32,9126,68718,32,14,40909,55120,0,1,396752,569945,0,28,73,62,37021,48399,59498,77843,563,616,112,165,0.5500000000000003,-0.3999999999999999,0.0,0.0,72.85000000000005,212.95,0.0,0.0,35.05000000000001,-161.5,0.0,0.0,Riven,Zac,Pantheon,Ezreal,8,8,4,7,Fighter,Tank,Fighter,Marksman,Urgot,Gragas,Vladimir,Kaisa,8,5,7,6,Fighter,Fighter,Mage,Marksman
0,1257,CLASSIC,0,0,0,1,0,1,0,1,0,0,0,0,16,50,52,59,14,31,7594,43829,31,14,33047,44315,0,3,280062,400822,0,26,71,117,23869,22381,42885,66121,398,413,72,116,-1.5500000000000005,-0.35000000000000003,1.3999999999999997,0.25000000000000044,258.0,-7.7500000000000275,147.7,278.95000000000005,-153.49999999999997,-137.8,24.35000000000001,-219.25,Sylas,Warwick,Renekton,Rakan,5,3,3,5,Mage,Fighter,Fighter,Support,Kassadin,Ekko,Sett,Ashe,8,8,2,4,Assassin,Assassin,Fighter,Marksman
1,966,CLASSIC,0,0,1,0,1,0,0,0,1,0,1,1,26,11,49,44,19,6,25915,3633,6,19,32200,25721,1,0,276417,229719,21,12,47,45,16379,11377,34434,25022,380,354,70,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1290,CLASSIC,0,0,0,3,0,1,0,0,0,0,0,0,12,35,54,64,12,37,10387,51144,37,12,34895,48865,0,5,316126,420428,4,36,104,96,15004,35538,49563,71841,404,452,73,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Sylas,MissFortune,,0,5,1,0,,Mage,Marksman,,Kennen,Hecarim,MonkeyKing,Pyke,4,6,3,7,Mage,Fighter,Fighter,Support
0,1388,CLASSIC,0,1,0,2,0,0,0,1,0,0,0,0,28,66,55,68,17,40,5405,48011,40,17,38058,53477,2,2,311294,458187,4,13,84,91,17515,22424,55314,83325,405,485,89,79,0.0,-1.25,-0.5999999999999996,0.0,0.0,165.44999999999996,-27.950000000000014,0.0,0.0,-175.0,29.60000000000001,0.0,Gangplank,Pantheon,Sylas,Vayne,9,4,5,8,Fighter,Fighter,Mage,Marksman,Shen,Karthus,Camille,Caitlyn,4,7,4,6,Tank,Mage,Fighter,Marksman
0,1470,CLASSIC,0,1,0,3,0,0,0,1,0,0,0,0,24,29,60,70,13,24,13304,46201,24,13,41317,49513,1,0,432580,513667,4,11,44,57,24282,27849,48696,62944,524,579,116,112,0.0,1.05,0.0,-0.3000000000000005,0.0,-76.99999999999993,0.0,-210.90000000000003,0.0,4.600000000000024,0.0,3.8499999999999797,Akali,Lillia,Fizz,Nami,7,8,6,5,Assassin,Fighter,Assassin,Support,Zed,Evelynn,,Kaisa,7,10,0,6,Assassin,Assassin,,Marksman
0,1974,CLASSIC,0,1,1,3,1,0,0,1,0,0,1,0,39,51,77,82,29,40,33548,72910,40,30,58851,69636,3,5,739823,763214,29,29,125,103,37836,36265,80112,105465,713,742,173,195,0.19999999999999973,1.2333333333333334,0.0,0.0,-429.10000000000014,460.4666666666668,0.0,0.0,41.16666666666666,2.4333333333333464,0.0,0.0,Malphite,Ekko,Poppy,Vayne,2,8,6,8,Tank,Assassin,Tank,Marksman,MonkeyKing,Shaco,Diana,Seraphine,3,9,4,0,Fighter,Assassin,Fighter,Mage
0,2101,CLASSIC,1,0,1,4,1,1,1,1,1,0,1,1,55,93,78,85,32,59,62125,68272,59,32,66568,75749,5,7,757684,846199,8,32,111,173,41627,40197,120231,138212,682,736,201,220,-1.3,-0.5,-1.2750000000000004,1.3500000000000003,-61.17500000000007,-56.72499999999993,261.25,500.675,-75.92500000000003,-40.899999999999984,-157.3,-209.84999999999997,Karthus,Udyr,Ahri,Sett,7,7,5,2,Mage,Fighter,Mage,Fighter,Darius,LeeSin,Annie,Nautilus,2,6,6,6,Fighter,Fighter,Mage,Tank
1,1455,CLASSIC,1,0,2,1,2,0,1,0,1,1,1,1,29,8,67,61,27,9,71457,23745,9,27,50014,38284,3,0,529406,449212,22,17,50,74,28502,20032,54870,40598,555,560,134,108,-1.5499999999999998,-0.14999999999999994,1.3000000000000005,-0.05000000000000093,-122.4,-383.3,-39.499999999999964,-273.6,-118.84999999999998,-54.70000000000002,126.60000000000004,235.85,Jayce,Nunu,Diana,Karma,7,4,4,5,Fighter,Tank,Fighter,Mage,Camille,RekSai,Viktor,Jhin,4,3,9,6,Fighter,Fighter,Mage,Marksman
1,1904,CLASSIC,2,0,2,2,1,0,1,0,0,1,1,1,46,40,82,74,34,29,84572,21905,29,34,67289,56396,3,2,767424,640774,27,3,103,97,35385,31044,101534,84364,655,688,194,199,0.0,-1.0666666666666669,-2.5000000000000004,0.0,0.0,60.633333333333304,155.83333333333331,0.0,0.0,74.3,-85.96666666666665,0.0,Jax,RekSai,Neeko,Tristana,5,3,5,4,Fighter,Fighter,Mage,Marksman,Sett,Ekko,Viktor,Lucian,2,8,9,6,Fighter,Assassin,Mage,Marksman
1,1398,CLASSIC,0,0,3,0,1,1,0,0,1,1,0,0,55,34,63,56,34,17,38972,23568,18,34,47931,38998,5,0,422638,355190,29,12,84,55,54574,22419,66549,59577,394,402,89,100,-0.9000000000000002,1.75,1.4999999999999998,-3.1999999999999997,139.94999999999996,-18.299999999999983,153.74999999999997,10.149999999999947,65.49999999999997,181.9,-7.149999999999992,61.65000000000001,Shaco,Olaf,Katarina,Yuumi,9,3,8,2,Assassin,Fighter,Assassin,Support,Quinn,LeeSin,Fizz,Lucian,5,6,6,6,Marksman,Fighter,Assassin,Marksman
